payment_id,payment_move_id,invoice_move_id,invoice_number_ref,amount,create_date,last_updated
127271,797669,797667,S-INV/2025/08152,41.5,2025-03-03 16:47:40,2025-03-03 16:47:40
127269,797662,797661,S-INV/2025/08150,38.28,2025-03-03 16:47:36,2025-03-03 16:47:36
127268,797659,797658,S-INV/2025/08149,49.63,2025-03-03 16:47:00,2025-03-03 16:47:00
127267,797657,797656,S-INV/2025/08148,29.17,2025-03-03 16:47:06,2025-03-03 16:47:06
127261,797643,797642,S-INV/2025/08144,36.31,2025-03-03 16:47:01,2025-03-03 16:47:01
127259,797639,797638,S-INV/2025/08143,36.48,2025-03-03 16:47:02,2025-03-03 16:47:02
127253,797620,797618,S-INV/2025/08137,66.04,2025-03-03 16:46:52,2025-03-03 16:46:52
127248,797605,797603,S-INV/2025/08132,35.64,2025-03-03 16:46:53,2025-03-03 16:46:53
127247,797602,None,S-INV/2025/08131,0.0,2025-03-03 16:46:44,2025-03-03 16:46:44
127245,797596,797594,S-INV/2025/08129,50.05,2025-03-03 16:46:50,2025-03-03 16:46:50
127242,797587,797585,S-INV/2025/08126,38.4,2025-03-03 16:46:50,2025-03-03 16:46:50
127239,797577,797576,S-INV/2025/08123,46.39,2025-03-03 16:46:48,2025-03-03 16:46:48
127236,797569,797567,S-INV/2025/08120,45.54,2025-03-03 16:46:39,2025-03-03 16:46:39
127235,797566,797563,S-INV/2025/08119,30.73,2025-03-03 16:46:46,2025-03-03 16:46:46
127234,797562,797560,S-INV/2025/08118,64.0,2025-03-03 16:46:34,2025-03-03 16:46:34
127230,797549,797547,S-INV/2025/08114,25.77,2025-03-03 16:46:36,2025-03-03 16:46:36
127227,797539,797537,S-INV/2025/08111,50.19,2025-03-03 16:46:40,2025-03-03 16:46:40
127225,797533,797531,S-INV/2025/08109,50.16,2025-03-03 16:46:35,2025-03-03 16:46:35
127222,797523,797519,S-INV/2025/08106,86.19,2025-03-03 16:46:36,2025-03-03 16:46:36
127217,797501,797499,S-INV/2025/08102,84.95,2025-03-03 16:46:26,2025-03-03 16:46:26
127216,797498,797496,S-INV/2025/08101,38.39,2025-03-03 16:46:29,2025-03-03 16:46:29
127213,797487,797486,S-INV/2025/08098,86.59,2025-03-03 16:46:26,2025-03-03 16:46:26
127212,797485,797483,S-INV/2025/08097,41.68,2025-03-03 16:46:28,2025-03-03 16:46:28
127211,797482,797480,S-INV/2025/08096,64.57,2025-03-03 16:46:26,2025-03-03 16:46:26
127210,797479,797477,S-INV/2025/08095,46.39,2025-03-03 16:46:26,2025-03-03 16:46:26
127205,797454,797453,S-INV/2025/08090,6.4,2025-03-03 16:41:29,2025-03-03 16:41:29
127204,797451,797450,S-INV/2025/08089,43.03,2025-03-03 16:41:28,2025-03-03 16:41:28
127203,797448,797447,S-INV/2025/08088,6.4,2025-03-03 16:41:26,2025-03-03 16:41:26
127202,797445,797444,S-INV/2025/08087,6.4,2025-03-03 16:41:25,2025-03-03 16:41:25
127201,797442,797441,S-INV/2025/08086,48.48,2025-03-03 16:41:24,2025-03-03 16:41:24
127200,797439,797438,S-INV/2025/08085,6.85,2025-03-03 16:41:23,2025-03-03 16:41:23
127199,797436,797435,S-INV/2025/08084,7.05,2025-03-03 16:41:22,2025-03-03 16:41:22
127198,797433,797432,S-INV/2025/08083,25.19,2025-03-03 16:41:20,2025-03-03 16:41:20
127197,797430,797429,S-INV/2025/08082,48.48,2025-03-03 16:41:19,2025-03-03 16:41:19
127196,797427,797426,S-INV/2025/08081,6.4,2025-03-03 16:41:18,2025-03-03 16:41:18
127183,797384,797383,S-INV/2025/08069,64.03,2025-03-03 16:27:44,2025-03-03 16:27:44
127180,797374,797373,S-INV/2025/08067,49.87,2025-03-03 16:27:40,2025-03-03 16:27:40
127170,797339,797338,S-INV/2025/08057,6.4,2025-03-03 16:26:12,2025-03-03 16:26:12
127169,797336,797335,S-INV/2025/08056,6.4,2025-03-03 16:26:11,2025-03-03 16:26:11
127168,797333,797332,S-INV/2025/08055,6.4,2025-03-03 16:26:10,2025-03-03 16:26:10
127167,797330,797329,S-INV/2025/08054,6.4,2025-03-03 16:26:09,2025-03-03 16:26:09
127166,797324,797323,S-INV/2025/08053,87.54,2025-03-03 16:26:04,2025-03-03 16:26:04
127165,797317,797316,S-INV/2025/08052,36.45,2025-03-03 16:26:02,2025-03-03 16:26:02
127144,797255,797254,S-INV/2025/08038,39.2,2025-03-03 16:25:38,2025-03-03 16:25:38
127137,797231,797229,S-INV/2025/08035,48.51,2025-03-03 16:25:32,2025-03-03 16:25:32
127134,797219,797218,S-INV/2025/08032,21.92,2025-03-03 16:25:03,2025-03-03 16:25:03
127131,797213,797212,S-INV/2025/08030,46.31,2025-03-03 16:24:56,2025-03-03 16:24:56
127129,797209,797208,S-INV/2025/08029,38.4,2025-03-03 16:24:52,2025-03-03 16:24:52
127120,797186,797184,S-INV/2025/08024,46.39,2025-03-03 16:24:58,2025-03-03 16:24:58
127117,797176,797174,S-INV/2025/08022,50.8,2025-03-03 16:24:55,2025-03-03 16:24:55
127112,797160,797158,S-INV/2025/08020,38.4,2025-03-03 16:24:48,2025-03-03 16:24:48
127111,797157,797155,S-INV/2025/08019,40.8,2025-03-03 16:24:50,2025-03-03 16:24:50
127109,797151,797149,S-INV/2025/08018,41.62,2025-03-03 16:24:40,2025-03-03 16:24:40
127094,797104,797103,S-INV/2025/08007,38.4,2025-03-03 16:24:37,2025-03-03 16:24:37
127092,797099,797097,S-INV/2025/08005,41.39,2025-03-03 16:24:25,2025-03-03 16:24:25
127084,797074,797072,S-INV/2025/07999,48.71,2025-03-03 16:24:27,2025-03-03 16:24:27
127082,797068,797066,S-INV/2025/07997,36.39,2025-03-03 16:24:30,2025-03-03 16:24:30
127076,797049,797047,S-INV/2025/07995,49.17,2025-03-03 16:24:23,2025-03-03 16:24:23
127065,797008,797007,S-INV/2025/07988,6.85,2025-03-03 16:20:02,2025-03-03 16:20:02
127050,796969,796967,S-INV/2025/07983,6.88,2025-03-03 16:19:03,2025-03-03 16:19:03
127043,796950,796948,S-INV/2025/07981,6.8,2025-03-03 16:18:58,2025-03-03 16:18:58
127038,796935,796933,S-INV/2025/07979,6.8,2025-03-03 16:18:53,2025-03-03 16:18:53
127037,796932,None,S-INV/2025/07978,0.0,2025-03-03 16:18:43,2025-03-03 16:18:43
127035,796926,796924,S-INV/2025/07977,6.4,2025-03-03 16:18:52,2025-03-03 16:18:52
127023,796890,796888,S-INV/2025/07973,6.82,2025-03-03 16:18:43,2025-03-03 16:18:43
127015,796861,796859,S-INV/2025/07971,6.78,2025-03-03 16:15:13,2025-03-03 16:15:13
127006,796833,796830,S-INV/2025/07969,6.72,2025-03-03 16:15:08,2025-03-03 16:15:08
126960,796701,796698,S-INV/2025/07959,6.85,2025-03-03 16:12:33,2025-03-03 16:12:33
126955,796685,796684,S-INV/2025/07957,6.85,2025-03-03 16:12:31,2025-03-03 16:12:31
126937,796631,796629,S-INV/2025/07953,6.4,2025-03-03 16:12:18,2025-03-03 16:12:18
126926,796596,796594,S-INV/2025/07950,120.88,2025-03-03 16:12:11,2025-03-03 16:12:11
126924,796586,796584,S-INV/2025/07949,134.98,2025-03-03 16:12:06,2025-03-03 16:12:06
126921,796577,796575,S-INV/2025/07947,6.4,2025-03-03 16:12:06,2025-03-03 16:12:06
126914,796551,796549,S-INV/2025/07945,126.57,2025-03-03 16:12:01,2025-03-03 16:12:01
126913,796548,796546,S-INV/2025/07944,6.4,2025-03-03 16:12:01,2025-03-03 16:12:01
126901,796506,796504,S-INV/2025/07940,6.4,2025-03-03 16:11:52,2025-03-03 16:11:52
126888,796445,796442,S-INV/2025/07933,100.93,2025-03-03 16:06:23,2025-03-03 16:06:23
126887,796440,796433,S-INV/2025/07932,40.1,2025-03-03 16:06:23,2025-03-03 16:06:23
126885,796429,796428,S-INV/2025/07931,18.19,2025-03-03 16:05:38,2025-03-03 16:05:38
126877,796391,796388,S-INV/2025/07925,39.39,2025-03-03 16:05:29,2025-03-03 16:05:29
126873,796376,796374,S-INV/2025/07921,41.95,2025-03-03 16:05:27,2025-03-03 16:05:27
126869,796356,796354,S-INV/2025/07919,35.72,2025-03-03 16:05:22,2025-03-03 16:05:22
126865,796343,796341,S-INV/2025/07917,49.41,2025-03-03 16:05:19,2025-03-03 16:05:19
126864,796340,None,S-INV/2025/07916,0.0,2025-03-03 16:05:15,2025-03-03 16:05:15
126863,796337,796335,S-INV/2025/07915,49.17,2025-03-03 16:05:15,2025-03-03 16:05:15
126862,796334,796332,S-INV/2025/07914,32.3,2025-03-03 16:05:16,2025-03-03 16:05:16
126861,796331,796329,S-INV/2025/07913,46.4,2025-03-03 16:05:16,2025-03-03 16:05:16
126856,796306,796298,S-INV/2025/07909,40.8,2025-03-03 16:05:10,2025-03-03 16:05:10
126848,796264,796263,S-INV/2025/07906,114.96,2025-03-03 16:01:13,2025-03-03 16:01:13
126831,796181,796157,S-INV/2025/07899,90.51,2025-03-03 15:59:07,2025-03-03 15:59:07
126825,796132,796131,S-INV/2025/07896,148.36,2025-03-03 15:58:33,2025-03-03 15:58:33
126824,796130,796129,S-INV/2025/07895,94.78,2025-03-03 15:58:23,2025-03-03 15:58:23
126822,796126,796125,S-INV/2025/07893,131.6,2025-03-03 15:58:36,2025-03-03 15:58:36
126820,796120,796115,S-INV/2025/07892,119.43,2025-03-03 15:58:32,2025-03-03 15:58:32
126819,796114,796110,S-INV/2025/07891,122.77,2025-03-03 15:58:29,2025-03-03 15:58:29
126818,796109,796108,S-INV/2025/07890,162.73,2025-03-03 15:58:31,2025-03-03 15:58:31
126811,796076,None,S-INV/2025/07885,0.0,2025-03-03 15:58:23,2025-03-03 15:58:23
126810,796070,796065,S-INV/2025/07884,119.98,2025-03-03 15:58:18,2025-03-03 15:58:18
126806,796041,796038,S-INV/2025/07880,72.93,2025-03-03 15:58:11,2025-03-03 15:58:11
126802,796018,796014,S-INV/2025/07876,108.58,2025-03-03 15:58:13,2025-03-03 15:58:13
126797,795997,795992,S-INV/2025/07874,97.76,2025-03-03 15:58:12,2025-03-03 15:58:12
126795,795985,795981,S-INV/2025/07872,80.56,2025-03-03 15:58:06,2025-03-03 15:58:06
126793,795976,795969,S-INV/2025/07870,132.47,2025-03-03 15:58:06,2025-03-03 15:58:06
126790,795962,795956,S-INV/2025/07867,114.22,2025-03-03 15:58:00,2025-03-03 15:58:00
126787,795944,795939,S-INV/2025/07865,127.17,2025-03-03 15:57:57,2025-03-03 15:57:57
126785,795933,795929,S-INV/2025/07863,123.5,2025-03-03 15:58:01,2025-03-03 15:58:01
126781,795912,795902,S-INV/2025/07859,68.45,2025-03-03 15:57:56,2025-03-03 15:57:56
126780,795898,795879,S-INV/2025/07858,110.66,2025-03-03 15:57:55,2025-03-03 15:57:55
126769,795842,795841,S-INV/2025/07853,80.97,2025-03-03 15:53:05,2025-03-03 15:53:05
126762,795809,795808,S-INV/2025/07849,138.67,2025-03-03 15:52:29,2025-03-03 15:52:29
126757,795792,795784,S-INV/2025/07848,202.67,2025-03-03 15:52:23,2025-03-03 15:52:23
126753,795765,795761,S-INV/2025/07846,167.46,2025-03-03 15:52:19,2025-03-03 15:52:19
126752,795760,795756,S-INV/2025/07845,190.48,2025-03-03 15:52:15,2025-03-03 15:52:15
126737,795662,795657,S-INV/2025/07836,211.61,2025-03-03 15:52:00,2025-03-03 15:52:00
126736,795656,795647,S-INV/2025/07835,67.9,2025-03-03 15:51:55,2025-03-03 15:51:55
126733,795639,795633,S-INV/2025/07832,57.93,2025-03-03 15:51:59,2025-03-03 15:51:59
126726,795607,795604,S-INV/2025/07828,140.58,2025-03-03 15:51:53,2025-03-03 15:51:53
127608,799379,799378,S-INV/2025/08354,95.37,2025-03-03 20:45:12,2025-03-03 20:45:12
127590,799140,799139,S-INV/2025/08346,110.48,2025-03-03 17:55:19,2025-03-03 17:55:19
127589,799136,799135,S-INV/2025/08345,59.91,2025-03-03 17:55:17,2025-03-03 17:55:17
127580,799048,799047,S-INV/2025/08337,37.09,2025-03-03 17:41:11,2025-03-03 17:41:11
127579,799044,799043,S-INV/2025/08336,29.35,2025-03-03 17:41:10,2025-03-03 17:41:10
127578,799039,799038,S-INV/2025/08335,31.6,2025-03-03 17:41:09,2025-03-03 17:41:09
127547,798909,798901,S-INV/2025/08310,130.57,2025-03-03 17:40:07,2025-03-03 17:40:07
127537,798873,798872,S-INV/2025/08306,74.12,2025-03-03 17:38:08,2025-03-03 17:38:08
127535,798867,798866,S-INV/2025/08304,86.38,2025-03-03 17:38:05,2025-03-03 17:38:05
127533,798863,798859,S-INV/2025/08303,90.73,2025-03-03 17:38:15,2025-03-03 17:38:15
127529,798845,798844,S-INV/2025/08300,60.78,2025-03-03 17:38:09,2025-03-03 17:38:09
127513,798776,798765,S-INV/2025/08289,56.83,2025-03-03 17:37:59,2025-03-03 17:37:59
127512,798758,798757,S-INV/2025/08288,96.05,2025-03-03 17:37:58,2025-03-03 17:37:58
127505,798742,798741,S-INV/2025/08286,134.98,2025-03-03 17:37:36,2025-03-03 17:37:36
127503,798738,798735,S-INV/2025/08284,74.98,2025-03-03 17:37:38,2025-03-03 17:37:38
127501,798730,798725,S-INV/2025/08283,79.98,2025-03-03 17:37:32,2025-03-03 17:37:32
127494,798701,798698,S-INV/2025/08277,60.25,2025-03-03 17:37:28,2025-03-03 17:37:28
127491,798689,798688,S-INV/2025/08275,26.39,2025-03-03 17:37:05,2025-03-03 17:37:05
127480,798650,798648,S-INV/2025/08266,68.39,2025-03-03 17:37:18,2025-03-03 17:37:18
127477,798639,798636,S-INV/2025/08263,79.26,2025-03-03 17:37:16,2025-03-03 17:37:16
127461,798572,798569,S-INV/2025/08248,67.63,2025-03-03 17:37:00,2025-03-03 17:37:00
127452,798538,798535,S-INV/2025/08241,54.49,2025-03-03 17:36:52,2025-03-03 17:36:52
127449,798526,798523,S-INV/2025/08238,64.0,2025-03-03 17:36:51,2025-03-03 17:36:51
127427,798432,798420,S-INV/2025/08226,38.21,2025-03-03 17:34:15,2025-03-03 17:34:15
127413,798371,798368,S-INV/2025/08224,16.99,2025-03-03 17:29:14,2025-03-03 17:29:14
127411,798361,798360,S-INV/2025/08223,64.0,2025-03-03 17:29:08,2025-03-03 17:29:08
127406,798340,798331,S-INV/2025/08221,71.04,2025-03-03 17:29:08,2025-03-03 17:29:08
127374,798202,798199,S-INV/2025/08210,117.59,2025-03-03 17:27:02,2025-03-03 17:27:02
127367,798134,798133,S-INV/2025/08206,34.96,2025-03-03 17:26:56,2025-03-03 17:26:56
127333,797989,797986,S-INV/2025/08191,96.0,2025-03-03 17:26:17,2025-03-03 17:26:17
127323,797943,797942,S-INV/2025/08185,59.99,2025-03-03 17:26:09,2025-03-03 17:26:09
127318,797924,797923,S-INV/2025/08184,16.99,2025-03-03 17:26:06,2025-03-03 17:26:06
127305,797873,797868,S-INV/2025/08178,65.32,2025-03-03 17:25:55,2025-03-03 17:25:55
127290,797764,797763,S-INV/2025/08168,36.07,2025-03-03 17:21:05,2025-03-03 17:21:05
127266,797655,797654,S-INV/2025/08147,49.19,2025-03-03 16:47:06,2025-03-03 16:47:06
127256,797628,797627,S-INV/2025/08140,49.64,2025-03-03 16:46:54,2025-03-03 16:46:54
127252,797617,797614,S-INV/2025/08136,74.99,2025-03-03 16:46:45,2025-03-03 16:46:45
127244,797593,797591,S-INV/2025/08128,36.39,2025-03-03 16:46:51,2025-03-03 16:46:51
127238,797575,797573,S-INV/2025/08122,49.29,2025-03-03 16:46:38,2025-03-03 16:46:38
127237,797572,797570,S-INV/2025/08121,68.8,2025-03-03 16:46:46,2025-03-03 16:46:46
127223,797527,797524,S-INV/2025/08107,85.39,2025-03-03 16:46:34,2025-03-03 16:46:34
127221,797518,797515,S-INV/2025/08105,46.39,2025-03-03 16:46:32,2025-03-03 16:46:32
127218,797504,797502,S-INV/2025/08103,46.39,2025-03-03 16:46:27,2025-03-03 16:46:27
127209,797468,797465,S-INV/2025/08094,36.39,2025-03-03 16:46:25,2025-03-03 16:46:25
127208,797463,797462,S-INV/2025/08093,49.07,2025-03-03 16:41:34,2025-03-03 16:41:34
127207,797460,797459,S-INV/2025/08092,41.08,2025-03-03 16:41:33,2025-03-03 16:41:33
127206,797457,797456,S-INV/2025/08091,25.37,2025-03-03 16:41:31,2025-03-03 16:41:31
127181,797378,797376,S-INV/2025/08068,48.41,2025-03-03 16:27:43,2025-03-03 16:27:43
127179,797371,797370,S-INV/2025/08066,6.85,2025-03-03 16:26:28,2025-03-03 16:26:28
127178,797367,797366,S-INV/2025/08065,6.78,2025-03-03 16:26:25,2025-03-03 16:26:25
127177,797364,797363,S-INV/2025/08064,6.82,2025-03-03 16:26:24,2025-03-03 16:26:24
127176,797361,797360,S-INV/2025/08063,6.75,2025-03-03 16:26:23,2025-03-03 16:26:23
127175,797358,797357,S-INV/2025/08062,6.96,2025-03-03 16:26:22,2025-03-03 16:26:22
127174,797354,797353,S-INV/2025/08061,6.85,2025-03-03 16:26:19,2025-03-03 16:26:19
127173,797351,797350,S-INV/2025/08060,6.86,2025-03-03 16:26:17,2025-03-03 16:26:17
127172,797348,797347,S-INV/2025/08059,33.82,2025-03-03 16:26:16,2025-03-03 16:26:16
127171,797345,797344,S-INV/2025/08058,6.85,2025-03-03 16:26:15,2025-03-03 16:26:15
127136,797227,797226,S-INV/2025/08034,49.29,2025-03-03 16:25:32,2025-03-03 16:25:32
127104,797134,797133,S-INV/2025/08013,40.32,2025-03-03 16:24:46,2025-03-03 16:24:46
127091,797096,797094,S-INV/2025/08004,45.03,2025-03-03 16:24:37,2025-03-03 16:24:37
127089,797089,797087,S-INV/2025/08002,49.39,2025-03-03 16:24:36,2025-03-03 16:24:36
127067,797013,797012,S-INV/2025/07989,6.85,2025-03-03 16:20:17,2025-03-03 16:20:17
127010,796847,796846,S-INV/2025/07970,6.82,2025-03-03 16:15:10,2025-03-03 16:15:10
126965,796714,796713,S-INV/2025/07960,6.4,2025-03-03 16:12:35,2025-03-03 16:12:35
126948,796665,796663,S-INV/2025/07955,6.86,2025-03-03 16:12:26,2025-03-03 16:12:26
126944,796653,796651,S-INV/2025/07954,6.4,2025-03-03 16:12:22,2025-03-03 16:12:22
126930,796610,796608,S-INV/2025/07952,110.22,2025-03-03 16:12:14,2025-03-03 16:12:14
126923,796583,796581,S-INV/2025/07948,6.78,2025-03-03 16:12:08,2025-03-03 16:12:08
126909,796534,796532,S-INV/2025/07943,6.4,2025-03-03 16:11:58,2025-03-03 16:11:58
126905,796520,796518,S-INV/2025/07942,6.72,2025-03-03 16:11:55,2025-03-03 16:11:55
126893,796472,796465,S-INV/2025/07936,6.78,2025-03-03 16:11:47,2025-03-03 16:11:47
126875,796384,796382,S-INV/2025/07923,56.41,2025-03-03 16:05:29,2025-03-03 16:05:29
126874,796381,None,S-INV/2025/07922,0.0,2025-03-03 16:05:24,2025-03-03 16:05:24
126872,796373,796370,S-INV/2025/07920,39.29,2025-03-03 16:05:10,2025-03-03 16:05:10
126859,796319,796316,S-INV/2025/07911,66.43,2025-03-03 16:05:13,2025-03-03 16:05:13
126847,796253,796246,S-INV/2025/07905,146.71,2025-03-03 16:01:13,2025-03-03 16:01:13
126830,796148,796147,S-INV/2025/07898,124.28,2025-03-03 15:58:13,2025-03-03 15:58:13
126826,796137,796136,S-INV/2025/07897,112.59,2025-03-03 15:58:38,2025-03-03 15:58:38
126815,796096,796092,S-INV/2025/07888,149.77,2025-03-03 15:58:31,2025-03-03 15:58:31
126814,796086,796081,S-INV/2025/07887,122.77,2025-03-03 15:58:26,2025-03-03 15:58:26
126813,796080,796079,S-INV/2025/07886,104.18,2025-03-03 15:58:27,2025-03-03 15:58:27
126808,796060,796054,S-INV/2025/07882,68.48,2025-03-03 15:58:23,2025-03-03 15:58:23
126791,795964,795963,S-INV/2025/07868,107.97,2025-03-03 15:57:56,2025-03-03 15:57:56
126788,795951,795945,S-INV/2025/07866,152.19,2025-03-03 15:58:05,2025-03-03 15:58:05
126782,795917,795913,S-INV/2025/07860,124.93,2025-03-03 15:57:58,2025-03-03 15:57:58
126772,795861,795860,S-INV/2025/07856,122.96,2025-03-03 15:53:12,2025-03-03 15:53:12
126738,795671,795663,S-INV/2025/07837,85.05,2025-03-03 15:51:56,2025-03-03 15:51:56
126731,795624,None,S-INV/2025/07831,0.0,2025-03-03 15:51:58,2025-03-03 15:51:58
126725,795598,795588,S-INV/2025/07827,221.53,2025-03-03 15:51:51,2025-03-03 15:51:51
126722,793780,793778,INV/2025/00719,698.0,2025-02-28 21:37:19,2025-02-28 21:37:19
126721,793717,793716,INV/2025/00716,799.5,2025-02-28 20:49:43,2025-02-28 20:49:43
126720,793695,784713,INV/2025/00642,1573.31,2025-02-28 19:00:20,2025-02-28 19:00:20
126710,793518,793517,S-INV/2025/07816,80.96,2025-02-28 16:24:55,2025-02-28 16:24:55
126709,793513,793512,S-INV/2025/07815,99.22,2025-02-28 16:24:52,2025-02-28 16:24:52
126708,793508,793507,S-INV/2025/07814,136.19,2025-02-28 16:24:49,2025-02-28 16:24:49
126707,793498,793497,S-INV/2025/07813,121.95,2025-02-28 16:24:48,2025-02-28 16:24:48
126706,793493,793492,S-INV/2025/07812,6.91,2025-02-28 16:24:48,2025-03-02 00:28:14
126705,793490,793489,S-INV/2025/07811,81.73,2025-02-28 16:24:46,2025-02-28 16:24:46
126680,793397,793395,S-INV/2025/07803,6.8,2025-02-28 16:09:40,2025-02-28 16:09:40
126670,793358,793356,S-INV/2025/07797,66.38,2025-02-28 16:09:27,2025-02-28 16:09:27
126666,793342,793340,S-INV/2025/07794,99.37,2025-02-28 16:09:26,2025-02-28 16:09:26
126656,793297,793294,S-INV/2025/07791,17.51,2025-02-28 16:09:21,2025-02-28 16:09:21
126654,793289,793286,S-INV/2025/07790,38.22,2025-02-28 16:09:09,2025-02-28 16:09:09
126653,793285,793283,S-INV/2025/07789,40.1,2025-02-28 16:09:17,2025-02-28 16:09:17
126643,793228,793225,S-INV/2025/07783,16.39,2025-02-28 16:09:08,2025-02-28 16:09:08
126634,793174,793173,S-INV/2025/07774,438.01,2025-02-28 16:07:22,2025-02-28 16:07:22
126633,793158,793157,S-INV/2025/07773,71.59,2025-02-28 16:07:21,2025-02-28 16:07:21
126632,793153,793152,S-INV/2025/07772,62.43,2025-02-28 16:07:11,2025-02-28 16:07:11
126615,793097,793096,S-INV/2025/07764,41.07,2025-02-28 16:06:08,2025-02-28 16:06:08
126609,793080,793078,S-INV/2025/07760,50.1,2025-02-28 16:06:02,2025-02-28 16:06:02
126597,793042,793040,S-INV/2025/07751,41.59,2025-02-28 16:05:56,2025-02-28 16:05:56
126596,793039,793037,S-INV/2025/07750,34.39,2025-02-28 16:05:54,2025-02-28 16:05:54
126595,793036,793033,S-INV/2025/07749,65.97,2025-02-28 16:05:52,2025-02-28 16:05:52
126589,793006,793005,S-INV/2025/07743,4.95,2025-02-28 16:05:51,2025-03-02 00:28:16
126587,792996,792995,S-INV/2025/07741,63.37,2025-02-28 16:04:24,2025-02-28 16:04:24
126585,792990,792989,S-INV/2025/07739,6.4,2025-02-28 16:04:22,2025-02-28 16:04:22
126575,792961,792960,S-INV/2025/07736,75.42,2025-02-28 16:03:33,2025-03-03 00:27:41
126570,792944,792943,S-INV/2025/07731,76.93,2025-02-28 16:03:28,2025-02-28 16:03:28
126564,792921,792918,S-INV/2025/07726,38.4,2025-02-28 16:03:14,2025-03-03 00:27:34
126559,792900,792896,S-INV/2025/07722,66.07,2025-02-28 16:03:16,2025-02-28 16:03:16
126558,792895,792892,S-INV/2025/07721,87.48,2025-02-28 16:03:09,2025-02-28 16:03:09
126556,792887,792884,S-INV/2025/07719,139.07,2025-02-28 16:03:09,2025-02-28 16:03:09
126551,792867,792864,S-INV/2025/07715,68.0,2025-02-28 16:03:12,2025-02-28 16:03:12
126548,792855,792851,S-INV/2025/07712,74.98,2025-02-28 16:03:06,2025-02-28 16:03:06
126547,792850,792847,S-INV/2025/07711,85.58,2025-02-28 16:03:06,2025-02-28 16:03:06
126544,792834,792833,S-INV/2025/07708,57.6,2025-02-28 16:03:06,2025-02-28 16:03:06
126520,792709,792708,S-INV/2025/07688,6.85,2025-02-28 15:57:27,2025-02-28 15:57:27
126519,792706,792705,S-INV/2025/07687,6.4,2025-02-28 15:57:27,2025-02-28 15:57:27
126518,792703,792702,S-INV/2025/07686,6.75,2025-02-28 15:57:26,2025-02-28 15:57:26
126517,792700,None,S-INV/2025/07685,0.0,2025-02-28 15:57:23,2025-02-28 15:57:23
126504,792616,792614,S-INV/2025/07681,152.4,2025-02-28 15:56:42,2025-02-28 15:56:42
126503,792613,792612,S-INV/2025/07680,165.82,2025-02-28 15:56:44,2025-02-28 15:56:44
126488,792524,792520,S-INV/2025/07674,145.69,2025-02-28 15:56:43,2025-02-28 15:56:43
126486,792517,792511,S-INV/2025/07672,111.79,2025-02-28 15:56:40,2025-02-28 15:56:40
126476,792444,792442,S-INV/2025/07666,6.4,2025-02-28 15:55:09,2025-03-03 00:27:42
126473,792433,792432,S-INV/2025/07664,79.85,2025-02-28 15:51:38,2025-02-28 15:51:38
126472,792428,792427,S-INV/2025/07663,93.49,2025-02-28 15:50:28,2025-02-28 15:50:28
126471,792426,792425,S-INV/2025/07662,135.29,2025-02-28 15:50:27,2025-02-28 15:50:27
126465,792411,792410,S-INV/2025/07658,143.26,2025-02-28 15:50:32,2025-02-28 15:50:32
126461,792391,792390,S-INV/2025/07656,91.72,2025-02-28 15:50:29,2025-03-02 00:28:06
126441,792296,792295,S-INV/2025/07646,6.78,2025-02-28 15:50:03,2025-02-28 15:50:03
126387,792135,792133,S-INV/2025/07634,6.72,2025-02-28 15:47:15,2025-02-28 15:47:15
126353,792033,792031,S-INV/2025/07626,6.82,2025-02-28 15:46:51,2025-03-02 00:28:18
126347,792015,792013,S-INV/2025/07624,6.85,2025-02-28 15:46:47,2025-02-28 15:46:47
126334,791973,791690,INV/2025/00695,1549.67,2025-02-28 15:37:06,2025-02-28 15:37:06
126335,791974,791542,INV/2025/00691,2.34,2025-02-28 15:37:06,2025-02-28 15:37:06
126336,791975,791540,INV/2025/00690,37.79,2025-02-28 15:37:06,2025-02-28 15:37:06
126337,791976,790965,INV/2025/00689,176.1,2025-02-28 15:37:06,2025-02-28 15:37:06
126338,791977,790648,INV/2025/00688,116.23,2025-02-28 15:37:06,2025-02-28 15:37:06
127607,799374,799373,S-INV/2025/08353,38.19,2025-03-03 20:45:11,2025-03-03 20:45:11
127606,799371,799370,S-INV/2025/08352,69.98,2025-03-03 20:45:10,2025-03-03 20:45:10
127605,799367,799366,S-INV/2025/08351,38.19,2025-03-03 20:45:08,2025-03-03 20:45:08
127604,799364,799363,S-INV/2025/08350,38.19,2025-03-03 20:45:08,2025-03-03 20:45:08
127603,799361,799360,S-INV/2025/08349,38.19,2025-03-03 20:45:07,2025-03-03 20:45:07
127591,799143,799142,S-INV/2025/08347,40.88,2025-03-03 18:02:15,2025-03-03 18:02:15
126718,793554,793553,S-INV/2025/07824,17.37,2025-02-28 16:25:14,2025-02-28 16:25:14
126717,793550,793549,S-INV/2025/07823,49.63,2025-02-28 16:25:13,2025-03-01 00:31:00
126716,793544,793543,S-INV/2025/07822,70.07,2025-02-28 16:25:09,2025-02-28 16:25:09
126715,793540,793539,S-INV/2025/07821,60.66,2025-02-28 16:25:07,2025-02-28 16:25:07
126714,793535,793534,S-INV/2025/07820,30.21,2025-02-28 16:25:01,2025-02-28 16:25:01
126713,793532,793531,S-INV/2025/07819,87.08,2025-02-28 16:25:00,2025-02-28 16:25:00
126712,793526,793525,S-INV/2025/07818,43.55,2025-02-28 16:24:59,2025-02-28 16:24:59
