order_id,create_date,last_updated,sales_date,date_order,delivery_date,delivery_address,sales_team,sales_person,amount_total,payment_terms,tags,state,invoice_status,customer,shipping_policy,channel,delivery_status
S02789,2024-09-06 18:51:38,2025-04-11 15:11:34,2024-09-05 18:00:00,2025-03-05 16:54:47,2025-04-10 18:00:00,"The Loom Room
4571 West Higgins Lake Dr

Roscommon MI 48653
United States",Wholesale,Jada Claiborne,520.0,Due on Ship,SURFEXPO_Sept24,sale,invoiced,The Loom Room,one,Wholesale,full
S03901,2025-03-04 23:41:24,2025-03-05 18:34:09,2025-03-04 23:00:00,2025-03-05 16:26:28,2025-03-05 23:00:00,"Simply Thrive
945 N Morgan Valley Dr

Morgan UT 84050
United States",Wholesale,Jada Claiborne,202.98,Due on Ship,,sale,invoiced,Simply Thrive,one,Wholesale,full
#PV4NRGKWQA,2025-03-05 15:17:22,2025-03-12 15:19:39,2025-03-05 15:17:23,2025-03-05 15:17:23,2025-03-14 12:59:59,"Keri Boyer
127 W Main St

Elkin NC 28621
United States",Wholesale,Alyssa Kallal,312.36,30 Days,Faire,sale,invoiced,Keri Boyer,one,Faire,full
#XPDYZRKW7H,2025-03-05 15:17:15,2025-03-05 23:28:26,2025-03-05 15:17:21,2025-03-05 15:17:21,2025-03-05 18:00:00,"Keri Boyer
127 W Main St

Elkin NC 28621
United States",Wholesale,Alyssa Kallal,688.23,30 Days,Faire,sale,invoiced,Keri Boyer,one,Faire,full
#KGRV6HWP56,2025-03-05 04:46:14,2025-03-05 04:46:14,2025-03-05 04:46:14,2025-03-05 04:46:14,2025-05-15 12:59:59,"130 West Water Street

Decorah IA 52101
United States",Faire,,95.05,30 Days,Faire,sale,no,Keri Bodensteiner,one,Faire,pending
#UMYAPDRNPZ,2025-03-05 04:46:13,2025-04-21 16:59:58,2025-03-05 04:46:14,2025-03-05 04:46:14,2025-04-15 12:59:59,"130 West Water Street

Decorah IA 52101
United States",Faire,,229.53,30 Days,Faire,sale,invoiced,Keri Bodensteiner,one,Faire,full
#9ZY9KVHNYU,2025-03-05 04:46:13,2025-03-17 16:59:28,2025-03-05 04:46:13,2025-03-05 04:46:13,2025-03-17 12:59:59,"130 West Water Street

Decorah IA 52101
United States",Faire,,64.9,30 Days,Faire,sale,invoiced,Keri Bodensteiner,one,Faire,full
#UHX527HYVH,2025-03-05 04:46:12,2025-03-12 14:41:10,2025-03-05 04:46:13,2025-03-05 04:46:13,2025-03-14 12:59:59,"130 West Water Street

Decorah IA 52101
United States",Faire,,131.73,30 Days,Faire,sale,invoiced,Keri Bodensteiner,one,Faire,full
#ZXHJUEVBMX,2025-03-05 04:46:11,2025-03-05 19:19:32,2025-03-05 04:46:11,2025-03-05 04:46:11,2025-03-05 15:00:00,"130 West Water Street

Decorah IA 52101
United States",Faire,,1576.87,30 Days,Faire,sale,invoiced,Keri Bodensteiner,one,Faire,full
#68S6DVTNK2,2025-03-05 04:46:10,2025-03-05 18:19:05,2025-03-05 04:46:10,2025-03-05 04:46:10,2025-03-05 18:00:00,"1 Ponto Road

Carlsbad CA 92011
United States",Faire,,151.29,30 Days,Faire,sale,invoiced,Michelle  Mealy,one,Faire,full
#UFFBYNQSVN,2025-03-05 04:46:09,2025-03-05 18:30:47,2025-03-05 04:46:10,2025-03-05 04:46:10,2025-03-05 18:00:00,"1500 Northwest Mock Avenue

Blue Springs MO 64015
United States",Faire,,245.91,30 Days,Faire,sale,invoiced,Neda Carnes,one,Faire,full
#A3JGXYTJVQ,2025-03-05 04:46:09,2025-03-05 17:23:23,2025-03-05 04:46:09,2025-03-05 04:46:09,2025-03-05 15:00:00,"115 S. Pruett St.

Paragould AR 72450
United States",Faire,,95.65,30 Days,Faire,sale,invoiced,Sunflowers & Cotton T’s Boutique,one,Faire,full
#RUXUQNFFSD,2025-03-05 04:46:08,2025-03-05 19:16:09,2025-03-05 04:46:08,2025-03-05 04:46:08,2025-03-05 19:00:00,"#27 43685 Chilliwack Mountain Rd. 

Chilliwack BC V2R0X5
Canada",Faire,,939.75,30 Days,Faire,sale,invoiced,Aimee Hofmann,one,Faire,full
#2TMZNVY2W3,2025-03-05 04:46:05,2025-03-05 20:20:07,2025-03-05 04:46:07,2025-03-05 04:46:07,2025-03-05 15:00:00,"504 Flagler Avenue

new smyrna beach FL 32169
United States",Faire,,1233.21,30 Days,Faire,sale,invoiced,Big Bamboo,one,Faire,full
S03513,2025-01-14 20:48:36,2025-03-10 22:11:30,2025-01-14 20:00:00,2025-03-04 23:52:01,2025-03-10 19:00:00,"Makk Fashions
2750 Race Track Rd
Suite 303
St. Johns FL 32259
United States",Wholesale,Jada Claiborne,1107.0,Due on Ship,surfexpo_Jan25,sale,invoiced,Makk Fashions,one,Wholesale,full
S03900,2025-03-04 19:28:28,2025-03-11 15:36:58,2025-03-04 19:35:37,2025-03-04 19:59:33,2025-03-07 19:00:00,"Trader jack
1200 W. Retta Esplanade
D6
Punta Gorda FL 33950
United States",Wholesale,Alyssa Kallal,1636.0,Due on Ship,,sale,invoiced,Trader jack,one,Wholesale,full
S03658,2025-01-23 20:50:50,2025-03-04 22:37:18,2025-01-29 20:58:19,2025-03-04 18:57:31,2025-01-24 20:00:00,"#2 Vlauns Dr.

Simpson Bay  00000
Sint Maarten (Dutch part)",Wholesale,Christina Freberg,0.0,Net 30,REP SAMPLES,sale,invoiced,Angela Gonzales - SXM,one,Wholesale,full
S02798,2024-09-06 21:45:44,2025-04-07 16:13:28,2024-09-05 21:00:00,2025-03-04 18:31:11,2025-03-17 21:00:00,"Seabrook Island Club
3772 Seabrook Island Rd

Johns Island  29455
",Wholesale,Christina Freberg,1775.16,30 Days,Surf Expo,sale,invoiced,Seabrook Island Club,one,Wholesale,full
S03899,2025-03-04 17:25:02,2025-03-05 18:28:02,2025-03-04 17:00:00,2025-03-04 17:32:11,2025-03-05 17:00:00,"Urban Kai
310 W 7TH AVE
#5404
TAMPA FL 33602
United States",Wholesale,Alyssa Kallal,316.5,Due on Ship,,sale,invoiced,Urban Kai,one,Wholesale,full
#Z5XSKKHJAD,2025-03-04 16:53:58,2025-03-04 17:19:18,2025-03-04 16:54:04,2025-03-04 16:54:04,2025-03-04 17:00:00,"822 5th Avenue East

Ashland WI 54806
United States",Faire,,234.4,30 Days,Faire,sale,invoiced,Lisa Warren,one,Faire,full
S03559,2025-01-15 21:33:23,2025-03-12 16:59:33,2025-01-10 21:00:00,2025-03-04 16:16:41,2025-03-15 20:00:00,"Surf Shack Outfitters
42 Rehoboth Avenue
Unit 24
Rehoboth Beach DE 19971
United States",Wholesale,Alyssa Kallal,672.13,Due on Ship,surfexpo_Jan25,sale,invoiced,Surf Shack Outfitters,one,Wholesale,full
#72ZNESTV7H,2025-03-04 15:08:51,2025-03-04 15:41:19,2025-03-04 15:08:57,2025-03-04 15:08:56,2025-03-04 15:00:00,"4140 121st ave nw

Coon Rapids MN 55433
United States",Faire,,235.23,30 Days,Faire,sale,invoiced,Melissa LaChance,one,Faire,full
#6Q6W8VPC39,2025-03-04 04:45:43,2025-03-04 17:07:10,2025-03-04 04:45:43,2025-03-04 04:45:43,2025-03-04 17:00:00,"9741 West Suburban Drive

Pinecrest FL 33156
United States",Faire,,405.0,30 Days,Faire,sale,invoiced,beatriz reyes,one,Faire,full
#4YDRF5FKWW,2025-03-04 04:45:41,2025-04-03 17:34:55,2025-03-04 04:45:42,2025-03-04 04:45:42,2025-03-07 15:00:00,"111 Sumner Avenue

Avalon CA 90704
United States",Wholesale,Christina Freberg,807.03,30 Days,Faire,sale,invoiced,Martin Leyva,one,Faire,full
#4JCR58H8AW,2025-03-04 04:45:38,2025-03-05 23:29:00,2025-03-04 04:45:41,2025-03-04 04:45:41,2025-03-04 17:00:00,"407 East Maxan Street

Port Isabel TX 78578
United States",Wholesale,Alyssa Kallal,308.5,30 Days,Faire,sale,invoiced,Tesori c/o Tracy Williams,one,Faire,full
S03894,2025-03-03 20:06:49,2025-03-04 16:10:17,2025-03-03 19:00:00,2025-03-03 23:11:42,2025-03-06 19:00:00,"Grand Hyatt Kauai
1571 Poipu Road

Koloa HI 96756
United States",Wholesale,Christina Freberg,1093.05,30 Days,,sale,invoiced,Grand Hyatt Kauai,one,Wholesale,full
S03898,2025-03-03 22:17:38,2025-03-03 23:00:46,2025-03-03 22:17:44,2025-03-03 23:00:19,2025-03-04 22:00:00,"Color It Green
301 Centre Street

Fernandina Beach FL 32034
United States",Wholesale,Christina Freberg,0.0,Due on Ship,,sale,invoiced,Color It Green,one,Wholesale,full
S03896,2025-03-03 20:52:03,2025-03-04 22:14:38,2025-03-03 20:00:00,2025-03-03 20:55:00,2025-03-04 20:00:00,"Marina General 
100 CARR 115
UNIT 779
Rincon  00677
Puerto Rico",Wholesale,Angela Gonzales,637.0,Due on Ship,,sale,invoiced,Marina General ,one,Wholesale,full
#F36TRETVNW,2025-03-03 20:54:31,2025-03-03 23:21:32,2025-03-03 20:54:35,2025-03-03 20:54:35,2025-03-03 22:00:00,"32 Wal-Mart Plaza

Clinton NJ 08809
United States",Faire,,430.8,30 Days,Faire,sale,invoiced,Morgan Adams,one,Faire,full
S03895,2025-03-03 20:21:58,2025-03-04 15:55:31,2025-03-03 19:00:00,2025-03-03 20:27:50,2025-03-03 19:00:00,"Culebra Divers
PO Box 474

Culebra  00775
Puerto Rico",Wholesale,Angela Gonzales,789.0,30 Days,,sale,invoiced,Culebra Divers,one,Wholesale,full
S03893,2025-03-03 18:58:20,2025-03-14 17:29:15,2025-02-28 18:00:00,2025-03-03 18:58:41,2025-03-10 17:00:00,"Food Pantry
57-091 Kamehameha Hwy.

Kahuku HI 96731
United States",Wholesale,Christina Freberg,994.12,30 Days,JEWELRY,sale,invoiced,Food Pantry,one,Wholesale,full
#N2JQRBJWKV,2025-03-03 18:34:02,2025-03-07 18:27:38,2025-03-03 18:34:03,2025-03-03 18:34:03,2025-03-07 18:00:00,"85 Ava Way

St. Augustine FL 32084
United States",Faire,,158.63,30 Days,Faire,sale,invoiced,Metalartz,one,Faire,full
#QATFPAD273,2025-03-03 18:33:57,2025-03-03 20:36:23,2025-03-03 18:34:01,2025-03-03 18:34:01,2025-03-03 20:00:00,"3078 Merrill Boulevard

Jacksonville Beach FL 32250
United States",Faire,,349.33,30 Days,Faire,sale,invoiced,Brittany Prep,one,Faire,full
S03868,2025-02-27 14:13:28,2025-03-18 21:59:12,2025-02-28 18:00:00,2025-03-03 18:16:45,2025-03-14 11:00:00,"Malibu's Surf Shop
713 N. Atlantic Ave
(8th St. & Boardwalk)
Ocean City MD 21842
United States",Wholesale,Nicole Frazier,903.0,Due on Ship,,sale,invoiced,Malibu's Surf Shop,one,Wholesale,full
S03832,2025-02-14 23:10:30,2025-03-20 17:06:48,2025-02-14 08:00:00,2025-03-03 18:08:47,2025-02-17 23:00:00,"Cannon Beach Clothing Co
198 Hemlock

Cannon Beach OR 97110
United States",Wholesale,Christina Freberg,892.78,Due on Ship,"NEW ACCOUNT, FREE SHIPPING, MAGICLV_Feb25",sale,invoiced,Cannon Beach Clothing Co,one,Wholesale,full
S03889,2025-02-28 22:16:08,2025-03-13 17:51:13,2025-02-28 19:00:00,2025-03-03 18:04:06,2025-03-03 19:00:00,"Hobie Surf Shop
32921 Calle Perfecto
Ste.A
San Juan Capistrano CA 92675
United States",Wholesale,Christina Freberg,7618.25,30 Days,,sale,invoiced,Hobie Surf Shop,one,Wholesale,full
S03425,2025-01-13 22:11:51,2025-03-17 22:11:01,2025-01-13 08:00:00,2025-03-03 17:58:05,2025-03-03 22:00:00,"Coastal Culture Inc
100 WB MacPhail Dr

Cornwall PE C0A 1H5
Canada",Wholesale,Jada Claiborne,1592.5,Due on Ship,"new door, surfexpo_Jan25",sale,invoiced,Coastal Culture Inc,one,Wholesale,full
S03883,2025-02-28 16:51:58,2025-03-03 20:19:23,2025-02-28 16:00:00,2025-03-03 17:57:08,2025-03-04 16:00:00,"Waialua Surf Shop
67-106 Kealohanui St
PO BOX 911254
Waialua HI 96791
United States",Wholesale,Jada Claiborne,419.24,Due on Ship,,sale,invoiced,Waialua Surf Shop,one,Wholesale,full
S03424,2025-01-13 22:11:36,2025-03-17 22:11:14,2025-01-13 08:00:00,2025-03-03 17:47:24,2025-03-03 22:00:00,"Coastal Culture Inc
100 WB MacPhail Dr

Cornwall PE C0A 1H5
Canada",Wholesale,Jada Claiborne,1592.5,Due on Ship,"new door, surfexpo_Jan25",sale,invoiced,Coastal Culture Inc,one,Wholesale,full
S03777,2025-02-07 19:31:39,2025-03-12 17:38:22,2025-02-08 17:00:00,2025-03-03 17:14:13,2025-03-15 18:00:00,"Paradise Point
1404 Vacation Rd

San Diego CA 92109
United States",Wholesale,Christina Freberg,396.0,30 Days,,sale,invoiced,Paradise Point,one,Wholesale,full
S03778,2025-02-07 19:32:22,2025-03-03 17:13:46,2025-02-08 17:00:00,2025-03-03 17:13:46,2025-05-15 18:00:00,"Paradise Point
1404 Vacation Rd

San Diego CA 92109
United States",Wholesale,Christina Freberg,427.5,30 Days,,sale,no,Paradise Point,one,Wholesale,pending
S03776,2025-02-07 19:30:08,2025-03-13 16:29:09,2025-02-07 19:00:00,2025-03-03 17:13:00,2025-02-10 19:00:00,"Paradise Point
1404 Vacation Rd

San Diego CA 92109
United States",Wholesale,Christina Freberg,2625.62,30 Days,,sale,invoiced,Paradise Point,one,Wholesale,full
S03890,2025-03-03 17:09:41,2025-03-03 19:17:33,2025-03-03 17:00:00,2025-03-03 17:11:04,2025-03-03 17:00:00,"Event Network, EN Diplomat Store
EN Diplomat Store c/o Event Network
3555 S Ocean Drive
Hollywood FL 33019
United States",Wholesale,Alyssa Kallal,132.0,30 Days,,sale,invoiced,Event Network,one,Wholesale,full
#9VF89JMDQM,2025-01-20 04:47:11,2025-03-10 17:55:23,2025-01-20 04:47:12,2025-03-03 15:29:49,2025-03-03 16:01:45,"Wave Riding Vehicles
1900 Cypress Avenue

Virginia Beach VA 23451
United States",Wholesale,Christina Freberg,1425.34,30 Days,Faire,sale,invoiced,brooke forbes,one,Faire,full
#K2G93PR58H,2025-03-03 15:19:57,2025-04-21 15:08:27,2025-03-03 15:19:57,2025-03-03 15:19:57,2025-04-15 12:59:59,"415 South Austin Street

Rockport TX 78382
United States",Wholesale,Jada Claiborne,130.94,30 Days,Faire,sale,invoiced,Tracy Borrel,one,Faire,full
#8G4CQZ4S3U,2025-03-03 15:19:56,2025-03-17 16:24:40,2025-03-03 15:19:56,2025-03-03 15:19:56,2025-03-17 12:59:59,"415 South Austin Street

Rockport TX 78382
United States",Wholesale,Jada Claiborne,98.13,30 Days,Faire,sale,invoiced,Tracy Borrel,one,Faire,full
#4HN357ASEQ,2025-03-03 15:19:55,2025-03-12 15:12:24,2025-03-03 15:19:56,2025-03-03 15:19:56,2025-03-14 12:59:59,"415 South Austin Street

Rockport TX 78382
United States",Wholesale,Jada Claiborne,312.36,30 Days,Faire,sale,invoiced,Tracy Borrel,one,Faire,full
#9SK4PPR4HP,2025-03-03 15:19:52,2025-03-05 19:34:59,2025-03-03 15:19:53,2025-03-03 15:19:53,2025-03-03 21:00:00,"415 South Austin Street

Rockport TX 78382
United States",Wholesale,Jada Claiborne,1834.16,30 Days,Faire,sale,invoiced,Tracy Borrel,one,Faire,full
#YDZRW2BKCK,2025-03-03 15:19:48,2025-03-03 20:05:08,2025-03-03 15:19:51,2025-03-03 15:19:51,2025-03-03 20:00:00,"10235 Ivy Oak Lane

Lakeland TN 38002
United States",Faire,,262.73,30 Days,Faire,sale,invoiced,Lindsay Vasaturo,one,Faire,full
#NQ6R7S8C58,2025-03-03 04:44:13,2025-03-03 15:39:21,2025-03-03 04:44:13,2025-03-03 04:44:13,2025-03-03 15:00:00,"991 Iron Horse Dr

San Marcos CA 92078
United States",Faire,,429.57,30 Days,Faire,sale,invoiced,Pamela Zeman,one,Faire,full
#KQSZZPJVB6,2025-03-03 04:44:12,2025-03-03 04:44:12,2025-03-03 04:44:13,2025-03-03 04:44:13,,"64-5243 Puanuanu Place

Kamuela HI 96743
United States",Faire,,251.53,30 Days,Faire,sale,to invoice,Bernice Lau,one,Faire,pending
#7NYY3CMA5X,2025-03-03 04:44:12,2025-03-03 16:27:54,2025-03-03 04:44:12,2025-03-03 04:44:12,2025-03-03 16:00:00,"44 S. San Marcos Place

Chandler AZ 85225
United States",Faire,,144.52,30 Days,Faire,sale,invoiced,Brian Sehner,one,Faire,full
#QFAVF3A4Q7,2025-03-03 04:44:11,2025-03-05 19:34:39,2025-03-03 04:44:11,2025-03-03 04:44:11,2025-03-03 19:00:00,"235 ROCKAWAY BEACH AVE

Pacifica CA 94044
United States",Wholesale,Jada Claiborne,723.74,30 Days,Faire,sale,invoiced,GRACE K KAVANAUGH,one,Faire,full
#R5AYZBFTYR,2025-03-03 04:44:10,2025-03-03 20:02:26,2025-03-03 04:44:10,2025-03-03 04:44:10,2025-03-03 19:00:00,"100 Medical Center Way

Somers Point NJ 08244
United States",Faire,,253.76,30 Days,Faire,sale,invoiced,Lisa DiTroia,one,Faire,full
#G6SKU5HYFQ,2025-03-01 04:46:17,2025-03-03 16:30:52,2025-03-01 04:46:19,2025-03-01 04:46:19,2025-03-03 16:00:00,"2381 Kipuka Street

Koloa HI 96756
United States",Faire,,951.62,30 Days,Faire,sale,invoiced,Tanya Johnson,one,Faire,full
#F4ZZXS5EWY,2025-02-28 21:53:35,2025-03-05 22:06:31,2025-02-28 21:53:42,2025-02-28 21:53:42,2025-03-05 22:00:00,"218 E Granada blvd

ORMOND BEACH FL 32176
United States",Faire,,294.98,30 Days,Faire,sale,invoiced,kimberly sarzier,one,Faire,full
S03887,2025-02-28 19:25:13,2025-02-28 20:44:44,2025-02-28 19:00:00,2025-02-28 20:44:44,2025-05-01 18:00:00,"Glacier Park Inc.
1 Midvale Street

East Glacier MT 59434
United States",Wholesale,Diane Moser,3393.45,30 Days,new door,sale,to invoice,Glacier Park Inc.,one,Wholesale,pending
S03886,2025-02-28 19:19:28,2025-02-28 20:44:35,2025-02-28 19:00:00,2025-02-28 20:44:35,2025-05-01 18:00:00,"Glacier Park Inc.
1 Midvale Street

East Glacier MT 59434
United States",Wholesale,Diane Moser,1332.5,30 Days,new door,sale,to invoice,Glacier Park Inc.,one,Wholesale,pending
S03885,2025-02-28 19:10:46,2025-02-28 20:44:27,2025-02-28 19:00:00,2025-02-28 20:44:27,2025-05-01 18:00:00,"Glacier Park Inc.
1 Midvale Street

East Glacier MT 59434
United States",Wholesale,Diane Moser,2720.95,30 Days,new door,sale,to invoice,Glacier Park Inc.,one,Wholesale,pending
S03884,2025-02-28 17:53:24,2025-02-28 20:44:17,2025-02-28 17:00:00,2025-02-28 20:44:17,2025-05-01 16:00:00,"Glacier Park Inc.
1 Midvale Street

East Glacier MT 59434
United States",Wholesale,Diane Moser,3052.5,30 Days,NEW ACCOUNT,sale,to invoice,Glacier Park Inc.,one,Wholesale,pending
#SBKVUXWQ4C,2025-02-28 04:45:50,2025-02-28 21:10:07,2025-02-28 04:45:52,2025-02-28 19:07:20,2025-02-28 19:00:00,"219 2nd Avenue Southeast

Decatur AL 35601
United States",Faire,,188.82,30 Days,Faire,sale,invoiced,Lynsey Staggs,one,Faire,full
#GHRJ3ZP57V,2025-02-28 18:24:39,2025-02-28 21:48:12,2025-02-28 18:24:46,2025-02-28 18:24:46,2025-02-28 21:00:00,"4825 Coronado Parkway

Cape Coral FL 33904
United States",Faire,,434.91,30 Days,Faire,sale,invoiced,D.Y.B Fashion Boutique,one,Faire,full
#QF8KX885Z9,2025-02-28 16:21:54,2025-02-28 16:46:08,2025-02-28 16:22:01,2025-02-28 16:22:01,2025-02-28 16:00:00,"992 Bedford Street

Bridgewater MA 02324
United States",Faire,,96.69,30 Days,Faire,sale,invoiced,Diane Lagadec,one,Faire,full
#RSV32YVJXJ,2025-02-28 15:12:00,2025-02-28 16:17:37,2025-02-28 15:12:01,2025-02-28 15:12:01,2025-05-15 12:59:59,"3542 Lake Tahoe Boulevard

South Lake Tahoe CA 96150
United States",Wholesale,Jada Claiborne,109.71,30 Days,Faire,sale,no,Ashley Nichols,one,Faire,pending
#FTKNJD8SFS,2025-02-28 15:11:59,2025-03-04 21:38:42,2025-02-28 15:12:00,2025-02-28 15:12:00,2025-02-28 18:00:00,"1101 Ocean Boulevard

Isle of Palms SC 29451
United States",Wholesale,Alyssa Kallal,285.82,30 Days,Faire,sale,invoiced,karen johnson,one,Faire,full
#YFAFK5M3JE,2025-02-28 15:11:53,2025-02-28 16:51:23,2025-02-28 15:11:58,2025-02-28 15:11:58,2025-02-28 16:00:00,"3542 Lake Tahoe Boulevard

South Lake Tahoe CA 96150
United States",Wholesale,Jada Claiborne,248.67,30 Days,Faire,sale,invoiced,Ashley Nichols,one,Faire,full
S03858,2025-02-25 14:49:18,2025-02-28 21:36:28,2025-02-25 01:00:00,2025-02-27 23:51:31,2025-03-01 01:00:00,"Bend Beyond Yoga
705 E Mendenhall St.
Box 2507
Bozeman  59718
",Wholesale,Diane Moser,698.0,Due on Ship,,sale,invoiced,Bend Beyond Yoga,one,Wholesale,full
S03882,2025-02-27 22:02:56,2025-02-28 17:57:21,2025-02-27 22:03:04,2025-02-27 22:03:04,2025-02-28 22:00:00,"La Jolla Retail (O'neill) 
8225 ARROYO CIRCLE
SUITE A026
Gilroy CA 95020
United States",Wholesale,Alyssa Kallal,130.0,30 Days,,sale,invoiced,La Jolla Retail (O'neill) ,one,Wholesale,full
S03881,2025-02-27 22:02:11,2025-02-28 17:41:24,2025-02-27 22:02:22,2025-02-27 22:02:22,2025-02-28 22:00:00,"La Jolla Retail (O'neill) 
10801 Corkscrew Rd
Ste 163
Estero FL 33928
United States",Wholesale,Alyssa Kallal,315.0,30 Days,,sale,invoiced,La Jolla Retail (O'neill) ,one,Wholesale,full
S03880,2025-02-27 22:01:02,2025-02-28 17:54:38,2025-02-27 22:01:07,2025-02-27 22:01:07,2025-02-28 22:00:00,"La Jolla Retail (O'neill) 
333 Five Cities Drive
Suite 140
Pismo Beach CA 93449
United States",Wholesale,Alyssa Kallal,65.0,30 Days,,sale,invoiced,La Jolla Retail (O'neill) ,one,Wholesale,full
S03879,2025-02-27 21:59:55,2025-02-28 17:16:16,2025-02-27 22:00:09,2025-02-27 22:00:09,2025-02-28 21:00:00,"La Jolla Retail (O'neill) 
48750 Seminole Drive
Suite 107
Cabazon CA 92230
United States",Wholesale,Alyssa Kallal,170.0,30 Days,,sale,invoiced,La Jolla Retail (O'neill) ,one,Wholesale,full
S03878,2025-02-27 21:58:58,2025-02-28 17:23:47,2025-02-27 21:59:00,2025-02-27 21:59:00,2025-02-28 21:00:00,"La Jolla Retail (O'neill) 
1741 Palm Beach Lakes Blvd
E223
Palm Beach FL 33401
United States",Wholesale,Alyssa Kallal,20.0,30 Days,,sale,invoiced,La Jolla Retail (O'neill) ,one,Wholesale,full
S03877,2025-02-27 21:58:03,2025-02-28 17:20:35,2025-02-27 21:00:00,2025-02-27 21:58:17,2025-02-28 21:00:00,"La Jolla Retail (O'neill) 
20 City Blvd W
#113
Orange CA 92868
United States",Wholesale,Alyssa Kallal,320.0,30 Days,,sale,invoiced,La Jolla Retail (O'neill) ,one,Wholesale,full
S03876,2025-02-27 21:56:57,2025-02-28 17:37:28,2025-02-27 21:57:00,2025-02-27 21:57:00,2025-02-28 21:00:00,"La Jolla Retail (O'neill) 
One Mills Circle
#408B
Ontario CA 91764
United States",Wholesale,Alyssa Kallal,130.0,30 Days,,sale,invoiced,La Jolla Retail (O'neill) ,one,Wholesale,full
S03875,2025-02-27 21:55:20,2025-02-28 17:33:29,2025-02-27 21:00:00,2025-02-27 21:55:35,2025-02-28 21:00:00,"La Jolla Retail (O'neill) 
2796 Tanger Way
Suite 365
Barstow CA 92311
United States",Wholesale,Alyssa Kallal,150.0,30 Days,,sale,invoiced,La Jolla Retail (O'neill) ,one,Wholesale,full
S03874,2025-02-27 21:54:21,2025-02-28 17:08:10,2025-02-27 21:00:00,2025-02-27 21:54:25,2025-02-28 21:00:00,"La Jolla Retail (O'neill) 
610 Ventura Blvd
Suite 1316
Camarillo CA 93010
United States",Wholesale,Alyssa Kallal,85.0,30 Days,,sale,invoiced,La Jolla Retail (O'neill) ,one,Wholesale,full
S03873,2025-02-27 21:53:23,2025-02-28 17:30:19,2025-02-27 21:53:26,2025-02-27 21:53:26,2025-02-28 21:00:00,"La Jolla Retail (O'neill) 
1489 Retherford St.
#D-025
Tulare CA 93274
United States",Wholesale,Alyssa Kallal,130.0,30 Days,,sale,invoiced,La Jolla Retail (O'neill) ,one,Wholesale,full
S03872,2025-02-27 21:51:35,2025-02-28 17:49:48,2025-02-27 21:52:05,2025-02-27 21:52:48,2025-02-28 21:00:00,"La Jolla Retail (O'neill) 
2312 Grand Cypress Drive
#827
Lutz FL 33559
United States",Wholesale,Alyssa Kallal,20.0,30 Days,,sale,invoiced,La Jolla Retail (O'neill) ,one,Wholesale,full
S03871,2025-02-27 21:50:39,2025-02-28 16:56:21,2025-02-27 21:50:39,2025-02-27 21:50:39,2025-02-28 21:00:00,"La Jolla Retail (O'neill) 
4459 Camino De La Plaza
Ste 422
San Diego CA 92173
United States",Wholesale,Alyssa Kallal,65.0,30 Days,,sale,invoiced,La Jolla Retail (O'neill) ,one,Wholesale,full
#NJ6U5J3EV3,2025-02-27 20:25:43,2025-02-27 20:32:40,2025-02-27 20:25:44,2025-02-27 20:25:44,2025-02-28 08:00:00,"213 Flagler Avenue

New Smyrna Beach FL 32169
United States",Faire,,1507.82,30 Days,Faire,sale,invoiced,Bamboo Trading Company Store,one,Faire,full
#ASQ5UDY4TX,2025-02-27 20:25:42,2025-04-22 17:57:30,2025-02-27 20:25:43,2025-02-27 20:25:43,2025-04-21 12:59:59,"213 Flagler Avenue

New Smyrna Beach FL 32169
United States",Faire,,120.72,30 Days,Faire,sale,invoiced,Bamboo Trading Company Store,one,Faire,full
#F3CEDKVVVY,2025-02-27 20:25:41,2025-04-21 17:17:39,2025-02-27 20:25:42,2025-02-27 20:25:42,2025-04-15 12:59:59,"213 Flagler Avenue

New Smyrna Beach FL 32169
United States",Faire,,350.55,30 Days,Faire,sale,invoiced,Bamboo Trading Company Store,one,Faire,full
#JFR6JC8P7G,2025-02-27 20:25:41,2025-03-17 21:13:32,2025-02-27 20:25:41,2025-02-27 20:25:41,2025-03-17 12:59:59,"213 Flagler Avenue

New Smyrna Beach FL 32169
United States",Faire,,218.52,30 Days,Faire,sale,invoiced,Bamboo Trading Company Store,one,Faire,full
#R8THXK6H2B,2025-02-27 20:25:34,2025-03-11 21:46:42,2025-02-27 20:25:40,2025-02-27 20:25:40,2025-03-14 12:59:59,"213 Flagler Avenue

New Smyrna Beach FL 32169
United States",Faire,,131.73,30 Days,Faire,sale,invoiced,Bamboo Trading Company Store,one,Faire,full
S03811,2025-02-14 15:00:27,2025-02-27 22:06:01,2025-02-14 14:00:00,2025-02-27 19:41:44,2025-02-28 14:00:00,"Cape Santa Maria Beach Resort
C/O Island Gyalz Curriers
2821 SW 23rd Terrace #7
Fl Lauderdale FL 33312
United States",Wholesale,Angela Gonzales,1221.88,Due on Ship,,sale,invoiced,Cape Santa Maria Beach Resort,one,Wholesale,full
S03867,2025-02-26 23:26:48,2025-02-27 19:41:08,2025-02-27 18:20:31,2025-02-27 18:20:31,2025-02-27 23:00:00,"T.Karn Imports
394 West Colorado Avenue
PO Box 3105
Telluride CO 81435
United States",Wholesale,Alyssa Kallal,1914.0,Due on Ship,,sale,invoiced,T.Karn Imports,one,Wholesale,full
