refund_id,order_id,created_at,processed_at,updated_at,total_refunded,refund_amount,sale_id,product_title,gross_returns,discounts_returned,shipping_returned,taxes_returned,return_fees,net_returns,total_returns
gid://shopify/Refund/975818948707,#461452,2025-03-05 21:17:28,2025-03-05 21:17:28,2025-03-05 21:17:28,57.05,57.05,#461452,"Sahara Harem Pants, Sahara Harem Pants",64.0,0.0,0.0,0.0,0.0,64.0,64.0
gid://shopify/Refund/981588869219,#461455,2025-04-08 20:49:05,2025-04-08 20:49:05,2025-04-08 20:49:05,62.01,62.01,#461455,Mystic Plum Lounge Set,64.0,0.0,0.0,4.97,0.0,64.0,68.97
gid://shopify/Refund/974544142435,#461467,2025-02-21 17:59:52,2025-02-21 17:59:52,2025-02-21 17:59:52,23.82,23.82,#461467,Lucky Charm 3mm Metal Accent Bracelet,22.42,0.0,0.0,1.4,0.0,22.42,23.82
gid://shopify/Refund/980917682275,#461488,2025-04-02 19:21:04,2025-04-02 19:21:04,2025-04-02 19:21:04,0.0,0.0,#461488,"Moonstone Necklace, Moon Dancer 2mm Metal Accent Healing Bracelet",49.39,0.0,0.0,3.46,0.0,49.39,52.85
gid://shopify/Refund/974572978275,#461493,2025-02-21 21:43:55,2025-02-21 21:43:55,2025-02-21 21:43:55,8.56,8.56,#461493,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gid://shopify/Refund/974772732003,#461510,2025-02-24 17:37:48,2025-02-24 17:37:48,2025-02-24 17:37:48,0.0,0.0,#461510,Flamenco Jogger Harem Pants,29.99,0.0,0.0,1.8,0.0,29.99,31.79
gid://shopify/Refund/974830993507,#461518,2025-02-24 22:34:05,2025-02-24 22:34:05,2025-02-24 22:34:05,77.83,77.83,#461518,"Como Harem Pants, Como Harem Pants",79.98,0.0,0.0,4.8,0.0,79.98,84.78
gid://shopify/Refund/974187757667,#461529,2025-02-19 16:15:44,2025-02-19 16:15:45,2025-02-19 16:15:45,123.05,123.05,#461529,"Sahara Harem Pants, Black Harem Pants, Baja Harem Pants, Tidal Harem Pants",128.0,0.0,0.0,2.0,0.0,128.0,130.0
gid://shopify/Refund/974921334883,#461530,2025-02-25 17:32:53,2025-02-25 17:32:53,2025-02-25 17:32:53,74.84,74.84,#461530,"Nosara Harem Pants, Pearl Restore Ribbed Tank",76.98,0.0,0.0,4.8100000000000005,0.0,76.98,81.79
gid://shopify/Refund/974834565219,#461531,2025-02-24 22:51:06,2025-02-24 22:51:06,2025-02-24 22:51:06,73.05,73.05,#461531,"Pearl Vinyasa Tank, Onyx Vinyasa Tank",80.0,0.0,0.0,0.0,0.0,80.0,80.0
gid://shopify/Refund/975818621027,#461573,2025-03-05 21:16:21,2025-03-05 21:16:22,2025-03-05 21:16:22,79.65,79.65,#461573,"Granite Wide Leg Cotton Pants, Cream Wide Leg Cotton Pants",82.48,0.0,0.0,4.12,0.0,82.48,86.60000000000001
gid://shopify/Refund/975908110435,#461584,2025-03-06 17:19:45,2025-03-06 17:19:46,2025-03-06 17:19:46,0.0,0.0,#461584,Baja Harem Pants,39.99,0.0,0.0,2.4,0.0,39.99,42.39
gid://shopify/Refund/974759723107,#461591,2025-02-24 16:40:46,2025-02-24 16:40:46,2025-02-24 16:40:46,57.05,57.05,#461591,"Cosmic Teal Harem Pants, Nosara Harem Pants",64.0,0.0,0.0,0.0,0.0,64.0,64.0
gid://shopify/Refund/974450425955,#461629,2025-02-20 22:37:17,2025-02-20 22:37:17,2025-02-20 22:37:17,27.29,27.29,#461629,Akha Tribal Print Harem Pants,32.0,0.0,0.0,2.24,0.0,32.0,34.24
gid://shopify/Refund/974830796899,#461630,2025-02-24 22:33:22,2025-02-24 22:33:22,2025-02-24 22:33:22,74.93,74.93,#461630,"Pampa Point Harem Pants, Yao Tribal Print Lounge Set",81.88,0.0,0.0,0.0,0.0,81.88,81.88
gid://shopify/Refund/974190313571,#461639,2025-02-19 16:36:13,2025-02-19 16:36:14,2025-02-19 16:36:14,205.05,205.05,#461639,"Granite Wide Leg Cotton Pants, Sage Baja Pullover, Rainforest Baja Pullover, Black Wide Leg Cotton Pants, Espresso Wide Leg Cotton Pants",212.0,0.0,0.0,0.0,0.0,212.0,212.0
gid://shopify/Refund/974105870435,#461646,2025-02-18 20:17:57,2025-02-18 20:17:58,2025-02-18 20:17:58,34.99,34.99,#461646,Black Wide Leg Cotton Pants,34.99,0.0,0.0,0.0,0.0,34.99,34.99
gid://shopify/Refund/977162502243,#461649,2025-03-18 23:44:14,2025-03-18 23:44:14,2025-03-18 23:44:14,0.0,0.0,#461649,Pearl Full Length Yin Scoop Neck Top,42.99,0.0,0.0,2.58,0.0,42.99,45.57
gid://shopify/Refund/977144316003,#461660,2025-03-18 20:45:41,2025-03-18 20:45:41,2025-03-18 20:45:41,37.05,37.05,#461660,Black Cotton Cabana Pants,44.0,0.0,0.0,0.0,0.0,44.0,44.0
gid://shopify/Refund/975817670755,#461663,2025-03-05 21:12:10,2025-03-05 21:12:10,2025-03-05 21:12:10,84.2,84.2,#461663,"Mystic Plum Kimono, Mystic Plum Harem Pants",84.99000000000001,0.0,0.0,6.16,0.0,84.99000000000001,91.15
gid://shopify/Refund/975208939619,#461664,2025-02-27 22:47:15,2025-02-27 22:47:15,2025-02-27 22:47:15,73.04,73.04,#461664,Mystic Plum Lounge Set,79.99,0.0,0.0,0.0,0.0,79.99,79.99
gid://shopify/Refund/974929068131,#461673,2025-02-25 18:24:48,2025-02-25 18:24:49,2025-02-25 18:24:49,79.03,79.03,#461673,"Energy Healer 2mm Metal Accent Healing Necklace, Rajas Namaste Bracelet, Divine Healer 2mm Metal Accent Healing Necklace",79.98,0.0,0.0,6.0,0.0,79.98,85.98
gid://shopify/Refund/975222145123,#461676,2025-02-28 01:29:54,2025-02-28 01:29:54,2025-02-28 01:29:54,0.0,0.0,#461676,Bondi Harem Pants,32.0,0.0,0.0,2.32,0.0,32.0,34.32
gid://shopify/Refund/974316634211,#461719,2025-02-19 22:24:40,2025-02-19 22:24:42,2025-02-19 22:24:42,42.39,42.39,#461719,Mystic Plum Harem Pants,39.99,0.0,0.0,2.4,0.0,39.99,42.39
gid://shopify/Refund/975836414051,#461730,2025-03-05 22:49:59,2025-03-05 22:49:59,2025-03-05 22:49:59,33.92,33.92,#461730,Baja Harem Pants,32.0,0.0,0.0,1.92,0.0,32.0,33.92
gid://shopify/Refund/975839035491,#461738,2025-03-05 23:06:28,2025-03-05 23:06:28,2025-03-05 23:06:28,33.04,33.04,#461738,Divine Healer 2mm Metal Accent Healing Necklace,39.99,0.0,0.0,0.0,0.0,39.99,39.99
gid://shopify/Refund/974836596835,#461750,2025-02-24 23:04:58,2025-02-24 23:04:59,2025-02-24 23:04:59,90.91,90.91,#461750,2mm + 4mm Master Healer Necklace Stack,89.99,0.0,0.0,7.87,0.0,89.99,97.86
gid://shopify/Refund/975827927139,#461780,2025-03-05 21:55:46,2025-03-05 21:55:46,2025-03-05 21:55:46,61.53,61.53,#461780,Yao Tribal Print Lounge Set,64.0,0.0,0.0,4.48,0.0,64.0,68.48
gid://shopify/Refund/974845444195,#461791,2025-02-25 00:12:07,2025-02-25 00:12:07,2025-02-25 00:12:07,0.0,0.0,#461791,"Pearl Hatha Long Sleeve Top, Aurora Lounge Set",129.98,0.0,0.0,10.4,0.0,129.98,140.38
gid://shopify/Refund/976538271843,#461791,2025-03-12 19:05:25,2025-03-12 19:05:25,2025-03-12 19:05:25,74.49,74.49,#461791,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gid://shopify/Refund/974836760675,#461792,2025-02-24 23:06:00,2025-02-24 23:06:00,2025-02-24 23:06:00,18.05,18.05,#461792,Compassion Healing 4mm Necklace,32.99,0.0,0.0,2.31,0.0,32.99,35.300000000000004
gid://shopify/Refund/975817408611,#461817,2025-03-05 21:09:30,2025-03-05 21:09:30,2025-03-05 21:09:30,39.69,39.69,#461817,Cream Wide Leg Cotton Pants,44.0,0.0,0.0,2.64,0.0,44.0,46.64
gid://shopify/Refund/976554557539,#461828,2025-03-12 20:32:41,2025-03-12 20:32:41,2025-03-12 20:32:41,93.25,93.25,#461828,"Black Harem Pants, Sage Cotton Cabana Pants",94.98,0.0,0.0,5.220000000000001,0.0,94.98,100.2
gid://shopify/Refund/973301383267,#461838,2025-02-11 00:15:04,2025-02-11 00:15:05,2025-02-11 00:15:05,17.0,17.0,#461838,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gid://shopify/Refund/977235017827,#461854,2025-03-19 17:56:57,2025-03-19 17:56:57,2025-03-19 17:56:57,32.39,32.39,#461854,Master Healer 3mm Healing Necklace,36.99,0.0,0.0,2.35,0.0,36.99,39.34
gid://shopify/Refund/975207006307,#461870,2025-02-27 22:33:55,2025-02-27 22:33:55,2025-02-27 22:33:55,57.05,57.05,#461870,Como Pants Lounge Set,64.0,0.0,0.0,0.0,0.0,64.0,64.0
gid://shopify/Refund/974831648867,#461872,2025-02-24 22:37:24,2025-02-24 22:37:24,2025-02-24 22:37:24,104.29,104.29,#461872,"Stone Cotton Cabana Pants, Elemental Blue Cotton Cabana Pants",105.94,0.0,0.0,5.3,0.0,105.94,111.24
gid://shopify/Refund/974106951779,#461880,2025-02-18 20:23:38,2025-02-18 20:23:38,2025-02-18 20:23:38,43.09,43.09,#461880,Tidal Harem Pants,39.99,0.0,0.0,3.1,0.0,39.99,43.09
gid://shopify/Refund/974426407011,#461880,2025-02-20 19:44:17,2025-02-20 19:44:17,2025-02-20 19:44:17,6.4,6.4,#461880,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gid://shopify/Refund/975209037923,#461885,2025-02-27 22:48:39,2025-02-27 22:48:40,2025-02-27 22:48:40,61.82,61.82,#461885,Mystic Plum Lounge Set,64.0,0.0,0.0,4.76,0.0,64.0,68.76
gid://shopify/Refund/975209136227,#461885,2025-02-27 22:49:11,2025-02-27 22:49:12,2025-02-27 22:49:12,130.59,130.59,#461885,"Nosara Lounge Set, Celestial Grey Lounge Set",128.0,0.0,0.0,9.54,0.0,128.0,137.54
gid://shopify/Refund/974835744867,#461886,2025-02-24 22:59:28,2025-02-24 22:59:28,2025-02-24 22:59:28,34.89,34.89,#461886,Black Harem Pants,39.99,0.0,0.0,1.85,0.0,39.99,41.84
gid://shopify/Refund/975817506915,#461890,2025-03-05 21:10:27,2025-03-05 21:10:27,2025-03-05 21:10:27,0.0,0.0,#461890,Seven Chakras Harem Pants,39.99,0.0,0.0,2.8,0.0,39.99,42.79
gid://shopify/Refund/974450098275,#461906,2025-02-20 22:35:38,2025-02-20 22:35:39,2025-02-20 22:35:39,36.48,36.48,#461906,Mystic Plum Harem Pants,39.99,0.0,0.0,3.44,0.0,39.99,43.43
gid://shopify/Refund/973380747363,#461932,2025-02-11 17:37:51,2025-02-11 17:37:51,2025-02-11 17:37:51,4.95,4.95,#461932,Black Harem Pants,4.95,0.0,0.0,0.0,0.0,4.95,4.95
gid://shopify/Refund/977242390627,#461935,2025-03-19 18:59:12,2025-03-19 18:59:13,2025-03-19 18:59:13,67.51,67.51,#461935,"Como Harem Pants, Navy Blue Full Length Yin Scoop Neck Top",70.08,0.0,0.0,4.38,0.0,70.08,74.46
gid://shopify/Refund/975819964515,#461947,2025-03-05 21:22:22,2025-03-05 21:22:22,2025-03-05 21:22:22,73.04,73.04,#461947,Sage Baja Pullover + Shorts Set,79.99,0.0,0.0,0.0,0.0,79.99,79.99
gid://shopify/Refund/976545710179,#461968,2025-03-12 19:35:35,2025-03-12 19:35:36,2025-03-12 19:35:36,73.03,73.03,#461968,"Baja Harem Pants, Mystic Plum Harem Pants",79.98,0.0,0.0,0.0,0.0,79.98,79.98
gid://shopify/Refund/975825502307,#461975,2025-03-05 21:44:22,2025-03-05 21:44:23,2025-03-05 21:44:23,93.45,93.45,#461975,"Seven Chakras Harem Pants, Black Harem Pants, Onyx Full Length Yin Scoop Neck Top",98.4,0.0,0.0,2.0,0.0,98.4,100.4
gid://shopify/Refund/974105542755,#461993,2025-02-18 20:16:19,2025-02-18 20:16:19,2025-02-18 20:16:19,29.99,29.99,#461993,Marina Grande Harem Pants,29.99,0.0,0.0,0.0,0.0,29.99,29.99
gid://shopify/Refund/975209332835,#461995,2025-02-27 22:51:51,2025-02-27 22:51:51,2025-02-27 22:51:51,0.0,0.0,#461995,Seaside Spice Nomad Jumpsuit,50.4,0.0,0.0,5.16,0.0,50.4,55.56
gid://shopify/Refund/974835548259,#462003,2025-02-24 22:57:54,2025-02-24 22:57:55,2025-02-24 22:57:55,73.03,73.03,#462003,"Black Harem Pants, Mystic Plum Harem Pants",79.98,0.0,0.0,0.0,0.0,79.98,79.98
gid://shopify/Refund/975206776931,#462016,2025-02-27 22:33:00,2025-02-27 22:33:00,2025-02-27 22:33:00,65.03,65.03,#462016,"Black Cotton Castaway Pants, Deep Teal Harem Pants",71.98,0.0,0.0,0.0,0.0,71.98,71.98
gid://shopify/Refund/975208611939,#462043,2025-02-27 22:44:57,2025-02-27 22:44:58,2025-02-27 22:44:58,42.04,42.04,#462043,"Granite Cotton Shorts, Black Cotton Crop Top & Shorts Lounge Set, Pacific Cotton Shorts, Black Harem Pants",140.8,0.0,0.0,13.73,0.0,140.8,154.53
gid://shopify/Refund/976395010147,#462043,2025-03-11 16:53:20,2025-03-11 16:53:20,2025-03-11 16:53:20,74.63,74.63,#462043,Black Cotton Crop Top & Wide Leg Pants Lounge Set,68.0,0.0,0.0,6.63,0.0,68.0,74.63
gid://shopify/Refund/976395305059,#462043,2025-03-11 16:54:23,2025-03-11 16:54:23,2025-03-11 16:54:23,35.12,35.12,#462043,Yao Tribal Print Harem Pants,32.0,0.0,0.0,3.12,0.0,32.0,35.12
gid://shopify/Refund/975820652643,#462056,2025-03-05 21:24:14,2025-03-05 21:24:14,2025-03-05 21:24:14,34.64,34.64,#462056,Vintage Wash Bondi Harem Pants,39.99,0.0,0.0,1.6,0.0,39.99,41.59
gid://shopify/Refund/975145926755,#462058,2025-02-27 13:36:45,2025-02-27 13:36:45,2025-02-27 13:36:45,52.83,52.83,#462058,Pearl Vinyasa Tank,40.0,0.0,0.0,2.07,0.0,40.0,42.07
gid://shopify/Refund/976063660131,#462090,2025-03-07 21:57:41,2025-03-07 21:57:42,2025-03-07 21:57:42,0.0,0.0,#462090,Master Healer 3mm Healing Necklace,36.99,0.0,0.0,3.42,0.0,36.99,40.410000000000004
gid://shopify/Refund/974104297571,#462095,2025-02-18 20:10:25,2025-02-18 20:10:25,2025-02-18 20:10:25,75.24,75.24,#462095,Casablanca Lounge Set,69.99,0.0,0.0,5.25,0.0,69.99,75.24
gid://shopify/Refund/974760345699,#462102,2025-02-24 16:44:39,2025-02-24 16:44:39,2025-02-24 16:44:39,83.14,83.14,#462102,"Sardinia Kimono, Sardinia Harem Pants",84.99000000000001,0.0,0.0,5.1,0.0,84.99000000000001,90.09
gid://shopify/Refund/976073916515,#462123,2025-03-07 23:23:41,2025-03-07 23:23:42,2025-03-07 23:23:42,63.28,63.28,#462123,Casablanca Lounge Set,63.99,0.0,0.0,6.24,0.0,63.99,70.23
gid://shopify/Refund/977891885155,#462140,2025-03-25 20:08:42,2025-03-25 20:08:42,2025-03-25 20:08:42,48.04,48.04,#462140,Granite Wide Leg Cotton Pants,54.99,0.0,0.0,0.0,0.0,54.99,54.99
gid://shopify/Refund/976795992163,#462156,2025-03-14 22:37:39,2025-03-14 22:37:39,2025-03-14 22:37:39,0.0,0.0,#462156,Seven Chakras Harem Pants,39.99,0.0,0.0,3.5,0.0,39.99,43.49
gid://shopify/Refund/974104559715,#462173,2025-02-18 20:11:17,2025-02-18 20:11:18,2025-02-18 20:11:18,85.03,85.03,#462173,Mumbai Lounge Set,79.99,0.0,0.0,5.04,0.0,79.99,85.03
gid://shopify/Refund/975821471843,#462184,2025-03-05 21:26:48,2025-03-05 21:26:49,2025-03-05 21:26:49,35.94,35.94,#462184,Black Harem Pants,39.99,0.0,0.0,2.9,0.0,39.99,42.89
gid://shopify/Refund/975821537379,#462190,2025-03-05 21:26:58,2025-03-05 21:26:58,2025-03-05 21:26:58,0.0,0.0,#462190,Yao Tribal Print Wide Leg Drawstring Pants,24.99,0.0,0.0,2.44,0.0,24.99,27.43
gid://shopify/Refund/974299168867,#462195,2025-02-19 20:58:27,2025-02-19 20:58:28,2025-02-19 20:58:28,0.0,0.0,#462195,Bondi Vinyasa Yoga Set,66.4,0.0,0.0,5.15,0.0,66.4,71.55000000000001
gid://shopify/Refund/974766866531,#462203,2025-02-24 17:13:25,2025-02-24 17:13:26,2025-02-24 17:13:26,0.0,0.0,#462203,Como Harem Pants,32.0,0.0,0.0,1.98,0.0,32.0,33.98
gid://shopify/Refund/976782065763,#462216,2025-03-14 20:07:25,2025-03-14 20:07:25,2025-03-14 20:07:25,39.99,39.99,#462216,Deep Teal Harem Pants,39.99,0.0,0.0,0.0,0.0,39.99,39.99
gid://shopify/Refund/974104428643,#462227,2025-02-18 20:10:55,2025-02-18 20:10:55,2025-02-18 20:10:55,63.99,63.99,#462227,Bondi Pants Lounge Set,63.99,0.0,0.0,0.0,0.0,63.99,63.99
gid://shopify/Refund/974832599139,#462287,2025-02-24 22:43:53,2025-02-24 22:43:53,2025-02-24 22:43:53,26.96,26.96,#462287,Lahu Tribal Print Harem Pants,31.99,0.0,0.0,1.92,0.0,31.99,33.91
gid://shopify/Refund/975208906851,#462290,2025-02-27 22:46:47,2025-02-27 22:46:47,2025-02-27 22:46:47,35.44,35.44,#462290,Akha Tribal Print Harem Pants,39.99,0.0,0.0,2.4,0.0,39.99,42.39
gid://shopify/Refund/974835417187,#462300,2025-02-24 22:56:01,2025-02-24 22:56:02,2025-02-24 22:56:02,33.04,33.04,#462300,Dark Forest Harem Pants,39.99,0.0,0.0,0.0,0.0,39.99,39.99
gid://shopify/Refund/973954154595,#462308,2025-02-17 16:17:02,2025-02-17 16:17:02,2025-02-17 16:17:02,39.99,39.99,#462308,Mystic Plum Harem Pants,39.99,0.0,0.0,0.0,0.0,39.99,39.99
gid://shopify/Refund/976554623075,#462308,2025-03-12 20:33:57,2025-03-12 20:33:57,2025-03-12 20:33:57,38.05,38.05,#462308,Mystic Plum Kimono,45.0,0.0,0.0,0.0,0.0,45.0,45.0
gid://shopify/Refund/975827697763,#462309,2025-03-05 21:53:52,2025-03-05 21:53:53,2025-03-05 21:53:53,0.0,0.0,#462309,Black Cotton Shorts,34.99,0.0,0.0,0.0,0.0,34.99,34.99
gid://shopify/Refund/975817769059,#462310,2025-03-05 21:12:50,2025-03-05 21:12:50,2025-03-05 21:12:50,33.04,33.04,#462310,Mystic Plum Harem Pants,39.99,0.0,0.0,0.0,0.0,39.99,39.99
gid://shopify/Refund/975835758691,#462314,2025-03-05 22:46:42,2025-03-05 22:46:42,2025-03-05 22:46:42,51.34,51.34,#462314,Cream Wide Leg Cotton Pants,54.99,0.0,0.0,3.3,0.0,54.99,58.29
gid://shopify/Refund/982267691107,#462317,2025-04-15 16:41:05,2025-04-15 16:41:06,2025-04-15 16:41:06,73.03,73.03,#462317,"Black Nomad Jumpsuit, Black Daydreamer Top",79.98,0.0,0.0,0.0,0.0,79.98,79.98
gid://shopify/Refund/973719404643,#462357,2025-02-14 14:05:24,2025-02-14 14:05:25,2025-02-14 14:05:25,183.94,183.94,#462357,"Stone Baja Pullover, Baja Harem Pants, Sausalito Harem Pants, Black Harem Pants",157.95999999999998,0.0,0.0,11.06,0.0,157.95999999999998,169.01999999999998
gid://shopify/Refund/974535753827,#462370,2025-02-21 17:05:24,2025-02-21 17:05:24,2025-02-21 17:05:24,40.32,40.32,#462370,Nosara Harem Pants,32.0,0.0,0.0,1.92,0.0,32.0,33.92
gid://shopify/Refund/976548364387,#462434,2025-03-12 19:49:39,2025-03-12 19:49:41,2025-03-12 19:49:41,79.98,79.98,#462434,"Moon Shadow Harem Pants, Mystic Plum Harem Pants",79.98,0.0,0.0,0.0,0.0,79.98,79.98
gid://shopify/Refund/980747944035,#462435,2025-04-01 14:35:18,2025-04-01 14:35:19,2025-04-01 14:35:19,35.84,35.84,#462435,"Mystic Plum Harem Pants, Self Love 4mm Healing Bracelet",39.99,0.0,0.0,2.8,0.0,39.99,42.79
gid://shopify/Refund/976555671651,#462442,2025-03-12 20:40:51,2025-03-12 20:40:52,2025-03-12 20:40:52,73.04,73.04,#462442,Celestial Grey Lounge Set,79.99,0.0,0.0,0.0,0.0,79.99,79.99
gid://shopify/Refund/975821308003,#462448,2025-03-05 21:25:50,2025-03-05 21:25:50,2025-03-05 21:25:50,81.23,81.23,#462448,"Stone Cotton Cabana Pants, Onyx Hatha Long Sleeve Top",83.97999999999999,0.0,0.0,4.2,0.0,83.97999999999999,88.17999999999999
gid://shopify/Refund/973788938339,#462450,2025-02-14 23:24:50,2025-02-14 23:24:51,2025-02-14 23:24:51,45.61,45.61,#462450,Master Healer 3mm Healing Necklace,36.99,0.0,0.0,2.22,0.0,36.99,39.21
gid://shopify/Refund/974757757027,#462471,2025-02-24 16:25:00,2025-02-24 16:25:00,2025-02-24 16:25:00,74.99,74.99,#462471,Mystic Plum Lounge Set,74.99,0.0,0.0,0.0,0.0,74.99,74.99
gid://shopify/Refund/974128185443,#462474,2025-02-18 23:00:34,2025-02-18 23:00:34,2025-02-18 23:00:34,32.26,32.26,#462474,Bermuda Harem Pants,24.0,0.0,0.0,1.86,0.0,24.0,25.86
gid://shopify/Refund/976073424995,#462490,2025-03-07 23:19:15,2025-03-07 23:19:15,2025-03-07 23:19:15,35.84,35.84,#462490,Vintage Wash Bondi Harem Pants,39.99,0.0,0.0,2.8,0.0,39.99,42.79
gid://shopify/Refund/976558260323,#462506,2025-03-12 21:01:03,2025-03-12 21:01:03,2025-03-12 21:01:03,0.0,0.0,#462506,Mystic Plum Harem Pants,39.99,0.0,0.0,2.12,0.0,39.99,42.11
gid://shopify/Refund/974220951651,#462510,2025-02-19 18:17:24,2025-02-19 18:17:24,2025-02-19 18:17:24,3.84,3.84,#462510,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gid://shopify/Refund/975816917091,#462534,2025-03-05 21:06:44,2025-03-05 21:06:45,2025-03-05 21:06:45,78.65,78.65,#462534,"Akha Tribal Print Wide Leg Drawstring Pants, Stone Cotton Cabana Pants",80.0,0.0,0.0,5.6,0.0,80.0,85.6
gid://shopify/Refund/977259987043,#462538,2025-03-19 20:56:19,2025-03-19 20:56:19,2025-03-19 20:56:19,0.0,0.0,#462538,Pampa Point Wide Leg Drawstring Pants,24.0,0.0,0.0,0.0,0.0,24.0,24.0
gid://shopify/Refund/974001995875,#462543,2025-02-17 22:52:00,2025-02-17 22:52:00,2025-02-17 22:52:00,87.39,87.39,#462543,Mystic Plum Lounge Set,79.99,0.0,0.0,7.4,0.0,79.99,87.39
gid://shopify/Refund/976555638883,#462586,2025-03-12 20:40:36,2025-03-12 20:40:36,2025-03-12 20:40:36,0.0,0.0,#462586,"Yao Tribal Print Wide Leg Drawstring Pants, Akha Tribal Print Harem Pants",84.98,0.0,0.0,0.0,0.0,84.98,84.98
gid://shopify/Refund/975817015395,#462590,2025-03-05 21:07:34,2025-03-05 21:07:34,2025-03-05 21:07:34,24.84,24.84,#462590,"Master Healer 2mm Layered Healing Bracelet, Self Love 4mm Healing Bracelet",29.99,0.0,0.0,1.8,0.0,29.99,31.79
gid://shopify/Refund/977892212835,#462600,2025-03-25 20:10:20,2025-03-25 20:10:21,2025-03-25 20:10:21,33.04,33.04,#462600,Espresso Wide Leg Cotton Pants,39.99,0.0,0.0,0.0,0.0,39.99,39.99
gid://shopify/Refund/973848969315,#462607,2025-02-15 21:20:39,2025-02-15 21:20:39,2025-02-15 21:20:39,39.27,39.27,#462607,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gid://shopify/Refund/976072966243,#462609,2025-03-07 23:15:36,2025-03-07 23:15:36,2025-03-07 23:15:36,76.15,76.15,#462609,"Pearl Full Length Yin Scoop Neck Top, Stone Cotton Cabana Pants",78.4,0.0,0.0,4.71,0.0,78.4,83.11
gid://shopify/Refund/974581006435,#462618,2025-02-21 22:46:39,2025-02-21 22:46:39,2025-02-21 22:46:39,67.84,67.84,#462618,Mystic Plum Lounge Set,64.0,0.0,0.0,3.84,0.0,64.0,67.84
gid://shopify/Refund/976540008547,#462628,2025-03-12 19:11:36,2025-03-12 19:11:36,2025-03-12 19:11:36,35.25,35.25,#462628,Aquamarine Vinyasa Tank,40.0,0.0,0.0,2.2,0.0,40.0,42.2
gid://shopify/Refund/976547774563,#462651,2025-03-12 19:45:44,2025-03-12 19:45:44,2025-03-12 19:45:44,61.53,61.53,#462651,Mystic Plum Lounge Set,64.0,0.0,0.0,4.48,0.0,64.0,68.48
gid://shopify/Refund/975831695459,#462656,2025-03-05 22:21:24,2025-03-05 22:21:24,2025-03-05 22:21:24,120.36,120.36,#462656,"Aquamarine Vinyasa Tank, Onyx Restore Ribbed Tank, Akha Tribal Shorts",118.98,0.0,0.0,8.33,0.0,118.98,127.31
gid://shopify/Refund/973951795299,#462663,2025-02-17 15:53:36,2025-02-17 15:53:37,2025-02-17 15:53:37,84.79,84.79,#462663,Mystic Plum Lounge Set,79.99,0.0,0.0,4.8,0.0,79.99,84.78999999999999
gid://shopify/Refund/976555147363,#462683,2025-03-12 20:36:50,2025-03-12 20:36:51,2025-03-12 20:36:51,78.64,78.64,#462683,Mystic Plum Lounge Set,79.99,0.0,0.0,5.6,0.0,79.99,85.58999999999999
gid://shopify/Refund/976795205731,#462693,2025-03-14 22:26:27,2025-03-14 22:26:27,2025-03-14 22:26:27,75.43,75.43,#462693,"Pearl Cropped Yin Scoop Neck Top, Yao Tribal Print Harem Pants, Self Love 4mm Healing Bracelet",79.98,0.0,0.0,2.4,0.0,79.98,82.38000000000001
gid://shopify/Refund/977146937443,#462720,2025-03-18 21:05:45,2025-03-18 21:05:45,2025-03-18 21:05:45,57.05,57.05,#462720,"Black Harem Pants, Akha Tribal Print Harem Pants",64.0,0.0,0.0,0.0,0.0,64.0,64.0
gid://shopify/Refund/974580809827,#462722,2025-02-21 22:45:17,2025-02-21 22:45:17,2025-02-21 22:45:17,68.16,68.16,#462722,Mystic Plum Lounge Set,64.0,0.0,0.0,4.16,0.0,64.0,68.16
gid://shopify/Refund/975824584803,#462742,2025-03-05 21:40:16,2025-03-05 21:40:17,2025-03-05 21:40:17,50.74,50.74,#462742,Cream Wide Leg Cotton Pants,54.99,0.0,0.0,2.68,0.0,54.99,57.67
gid://shopify/Refund/977145856099,#462746,2025-03-18 20:59:47,2025-03-18 20:59:47,2025-03-18 20:59:47,93.97,93.97,#462746,"Granite Wide Leg Cotton Pants, Black Harem Pants",94.98,0.0,0.0,5.9399999999999995,0.0,94.98,100.92
gid://shopify/Refund/974831812707,#462791,2025-02-24 22:39:30,2025-02-24 22:39:30,2025-02-24 22:39:30,69.87,69.87,#462791,"Akha Tribal Print Wide Leg Drawstring Pants, Black Wide Leg Drawstring Pants",72.0,0.0,0.0,4.8100000000000005,0.0,72.0,76.81
gid://shopify/Refund/974832042083,#462791,2025-02-24 22:40:59,2025-02-24 22:40:59,2025-02-24 22:40:59,25.61,25.61,#462791,Pampa Point Wide Leg Drawstring Pants,24.0,0.0,0.0,1.61,0.0,24.0,25.61
gid://shopify/Refund/976546005091,#462793,2025-03-12 19:36:40,2025-03-12 19:36:40,2025-03-12 19:36:40,51.7,51.7,#462793,Vintage Black Nomad Jumpsuit,58.65,0.0,0.0,0.0,0.0,58.65,58.65
gid://shopify/Refund/980852113507,#462810,2025-04-02 07:06:51,2025-04-02 07:06:51,2025-04-02 07:06:51,50.8,50.8,#462810,Black Harem Pants,39.99,0.0,0.0,3.8,0.0,39.99,43.79
